route_id,system_a_id,system_a_name,system_b_id,system_b_name,cluster_a,cluster_b,route_class,baseline_status,priority_travel_band,civilian_travel_band,source,narrative_note
RT-0465,F20-14,Sorinadia,F20-01,Peraiel,Grey Current,Grey Current,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0466,F20-02,Erisum,F20-03,Quenor,Grey Current,Grey Current,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0467,F20-03,Quenor,F20-04,Darinan,Grey Current,Grey Current,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0468,F20-04,Darinan,F20-05,Seraeon,Grey Current,Grey Current,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0469,F20-12,Bexis,F20-04,Darinan,Grey Current,Grey Current,cluster gateway spoke,damaged,0.5–2 days,1–6 days,deterministic gateway spoke,Grey Current gateway access
RT-0470,F20-05,Seraeon,F20-06,Garoes,Grey Current,Grey Current,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0471,F20-06,Garoes,F20-07,Demeer,Grey Current,Grey Current,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0472,F20-07,Demeer,F20-08,Lioraion,Grey Current,Grey Current,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0473,F20-12,Bexis,F20-07,Demeer,Grey Current,Grey Current,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Grey Current gateway access
RT-0474,F20-08,Lioraion,F20-09,Ossaos,Grey Current,Grey Current,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0475,F20-09,Ossaos,F20-10,Lioraen,Grey Current,Grey Current,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0476,F20-10,Lioraen,F20-11,Karaeon,Grey Current,Grey Current,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0477,F20-12,Bexis,F20-10,Lioraen,Grey Current,Grey Current,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Grey Current gateway access
RT-0478,F20-11,Karaeon,F20-12,Bexis,Grey Current,Grey Current,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0479,F20-12,Bexis,F20-13,Areleon,Grey Current,Grey Current,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0480,F20-12,Bexis,F21-10,Ravelion,Grey Current,Outer Lattice,frontier regional,intermittent,1–4 days when open,2–14 days or longer,cluster backbone,Outer watch route
RT-0481,M15-04,Erisadia,F20-12,Bexis,Cardo Verge,Grey Current,frontier bridge,restricted,1–5 days,3–18 days plus authorization delay,cluster backbone,Outer K-13 corridor
RT-0482,F20-13,Areleon,F20-14,Sorinadia,Grey Current,Grey Current,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Grey Current local continuity route
RT-0483,F21-01,Hessum,F21-02,Haleos,Outer Lattice,Outer Lattice,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0484,F21-10,Ravelion,F21-01,Hessum,Outer Lattice,Outer Lattice,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Outer Lattice gateway access
RT-0485,F21-14,Ulenyr,F21-01,Hessum,Outer Lattice,Outer Lattice,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0486,F21-02,Haleos,F21-03,Garoum,Outer Lattice,Outer Lattice,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0487,F21-03,Garoum,F21-04,Caelyr,Outer Lattice,Outer Lattice,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0488,F21-04,Caelyr,F21-05,Darina,Outer Lattice,Outer Lattice,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0489,F21-10,Ravelion,F21-04,Caelyr,Outer Lattice,Outer Lattice,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Outer Lattice gateway access
RT-0490,F21-05,Darina,F21-06,Haleum,Outer Lattice,Outer Lattice,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0491,F21-06,Haleum,F21-07,Navaer,Outer Lattice,Outer Lattice,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0492,F21-07,Navaer,F21-08,Iveniel,Outer Lattice,Outer Lattice,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0493,F21-10,Ravelion,F21-07,Navaer,Outer Lattice,Outer Lattice,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Outer Lattice gateway access
RT-0494,F21-08,Iveniel,F21-09,Ulenion,Outer Lattice,Outer Lattice,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0495,F21-09,Ulenion,F21-10,Ravelion,Outer Lattice,Outer Lattice,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0496,F21-10,Ravelion,F21-11,Eseniel,Outer Lattice,Outer Lattice,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0497,F21-10,Ravelion,F21-13,Raveliel,Outer Lattice,Outer Lattice,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Outer Lattice gateway access
RT-0498,F21-11,Eseniel,F21-12,Merekara,Outer Lattice,Outer Lattice,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0499,F21-12,Merekara,F21-13,Raveliel,Outer Lattice,Outer Lattice,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0500,F21-13,Raveliel,F21-14,Ulenyr,Outer Lattice,Outer Lattice,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Outer Lattice local continuity route
RT-0501,I01-01,Lumen,I01-02,Queneon,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–1.5 days,1–4 days,deterministic local ring,Lumen Trunk local continuity route
RT-0502,I01-01,Lumen,I01-03,Tavaar,Lumen Trunk,Lumen Trunk,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Lumen Trunk gateway access
RT-0503,I01-01,Lumen,I01-04,Faroas,Lumen Trunk,Lumen Trunk,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Lumen Trunk gateway access
RT-0504,I01-01,Lumen,I01-06,Caelas,Lumen Trunk,Lumen Trunk,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Lumen Trunk gateway access
RT-0505,I01-01,Lumen,I01-07,Letoion,Lumen Trunk,Lumen Trunk,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Lumen Trunk gateway access
RT-0506,I01-01,Lumen,I01-09,Noxar,Lumen Trunk,Lumen Trunk,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Lumen Trunk gateway access
RT-0507,I01-01,Lumen,I01-10,Bexas,Lumen Trunk,Lumen Trunk,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Lumen Trunk gateway access
RT-0508,I01-01,Lumen,I01-11,Miraar,Lumen Trunk,Lumen Trunk,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Lumen Trunk gateway access
RT-0509,I01-12,Peraar,I01-01,Lumen,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–1.5 days,1–4 days,deterministic local ring,Lumen Trunk local continuity route
RT-0510,I01-01,Lumen,I02-03,Joraas,Lumen Trunk,Kael Reach,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Opening commercial corridor
RT-0511,I01-01,Lumen,I03-10,Hessas,Lumen Trunk,Brann Forge,cross trunk,stable,0.5–2 days,1–6 days,cluster backbone,High-volume industrial bypass
RT-0512,I08-11,Bexiel,I01-01,Lumen,Orison March,Lumen Trunk,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Inner ring closure
RT-0513,I01-01,Lumen,M15-04,Erisadia,Lumen Trunk,Cardo Verge,regional trunk,stable,0.5–2 days,1–6 days,cluster backbone,K-13 access corridor
RT-0514,I01-02,Queneon,I01-03,Tavaar,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–1.5 days,1–4 days,deterministic local ring,Lumen Trunk local continuity route
RT-0515,I01-03,Tavaar,I01-04,Faroas,Lumen Trunk,Lumen Trunk,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Lumen Trunk local continuity route
RT-0516,I01-04,Faroas,I01-05,Belin,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0517,I01-05,Belin,I01-06,Caelas,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0518,I01-06,Caelas,I01-07,Letoion,Lumen Trunk,Lumen Trunk,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0519,I01-07,Letoion,I01-08,Uleneth,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0520,I01-08,Uleneth,I01-09,Noxar,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0521,I01-09,Noxar,I01-10,Bexas,Lumen Trunk,Lumen Trunk,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0522,I01-10,Bexas,I01-11,Miraar,Lumen Trunk,Lumen Trunk,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0523,I01-11,Miraar,I01-12,Peraar,Lumen Trunk,Lumen Trunk,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Lumen Trunk local continuity route
RT-0524,I02-01,Kael,I02-02,Xaroa,Kael Reach,Kael Reach,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Kael Reach local continuity route
RT-0525,I02-03,Joraas,I02-01,Kael,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0526,I02-12,Arelorn,I02-01,Kael,Kael Reach,Kael Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Kael Reach local continuity route
RT-0527,I02-02,Xaroa,I02-03,Joraas,Kael Reach,Kael Reach,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Kael Reach local continuity route
RT-0528,I02-03,Joraas,I02-04,Yvenessa,Kael Reach,Kael Reach,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Kael Reach local continuity route
RT-0529,I02-03,Joraas,I02-05,Orinan,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0530,I02-03,Joraas,I02-06,Seraorn,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0531,I02-03,Joraas,I02-07,Junoan,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0532,I02-03,Joraas,I02-08,Seraan,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0533,I02-03,Joraas,I02-09,Torenar,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0534,I02-03,Joraas,I02-10,Quenune,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0535,I02-03,Joraas,I02-12,Arelorn,Kael Reach,Kael Reach,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Kael Reach gateway access
RT-0536,I02-03,Joraas,I03-10,Hessas,Kael Reach,Brann Forge,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Claims-to-industry route
RT-0537,I02-03,Joraas,M01-10,Quenadia,Kael Reach,Marn Grave,regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Claims and salvage route
RT-0538,I02-04,Yvenessa,I02-05,Orinan,Kael Reach,Kael Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Kael Reach local continuity route
RT-0539,I02-05,Orinan,I02-06,Seraorn,Kael Reach,Kael Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Kael Reach local continuity route
RT-0540,I02-06,Seraorn,I02-07,Junoan,Kael Reach,Kael Reach,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Kael Reach local continuity route
RT-0541,I02-07,Junoan,I02-08,Seraan,Kael Reach,Kael Reach,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Kael Reach local continuity route
RT-0542,I02-08,Seraan,I02-09,Torenar,Kael Reach,Kael Reach,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Kael Reach local continuity route
RT-0543,I02-09,Torenar,I02-10,Quenune,Kael Reach,Kael Reach,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Kael Reach local continuity route
RT-0544,I02-10,Quenune,I02-11,Belas,Kael Reach,Kael Reach,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Kael Reach local continuity route
RT-0545,I02-11,Belas,I02-12,Arelorn,Kael Reach,Kael Reach,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Kael Reach local continuity route
RT-0546,I03-01,Brann,I03-02,Farois,Brann Forge,Brann Forge,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Brann Forge local continuity route
RT-0547,I03-10,Hessas,I03-01,Brann,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0548,I03-12,Peraer,I03-01,Brann,Brann Forge,Brann Forge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Brann Forge local continuity route
RT-0549,I03-02,Farois,I03-03,Merekum,Brann Forge,Brann Forge,cluster local ring,damaged,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0550,I03-03,Merekum,I03-04,Karaan,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0551,I03-10,Hessas,I03-03,Merekum,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0552,I03-04,Karaan,I03-05,Beleth,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0553,I03-10,Hessas,I03-04,Karaan,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0554,I03-05,Beleth,I03-06,Junoia,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0555,I03-10,Hessas,I03-05,Beleth,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0556,I03-06,Junoia,I03-07,Caelan,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0557,I03-10,Hessas,I03-06,Junoia,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0558,I03-07,Caelan,I03-08,Lioraar,Brann Forge,Brann Forge,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Brann Forge local continuity route
RT-0559,I03-10,Hessas,I03-07,Caelan,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0560,I03-08,Lioraar,I03-09,Garoar,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0561,I03-10,Hessas,I03-08,Lioraar,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0562,I03-09,Garoar,I03-10,Hessas,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0563,I03-10,Hessas,I03-11,Zareker,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0564,I03-10,Hessas,I03-12,Peraer,Brann Forge,Brann Forge,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Brann Forge gateway access
RT-0565,I03-10,Hessas,I04-05,Ravelessa,Brann Forge,Neris Exchange,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Industrial-workshop route
RT-0566,I03-10,Hessas,M11-10,Amonin,Brann Forge,Thorn Foundry,regional trunk,stable,0.5–2 days,1–6 days,cluster backbone,Heavy industrial extension
RT-0567,I03-11,Zareker,I03-12,Peraer,Brann Forge,Brann Forge,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Brann Forge local continuity route
RT-0568,I04-01,Neris,I04-02,Lioraer,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0569,I04-05,Ravelessa,I04-01,Neris,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0570,I04-12,Navaion,I04-01,Neris,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0571,I04-02,Lioraer,I04-03,Torenora,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0572,I04-05,Ravelessa,I04-02,Lioraer,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0573,I04-03,Torenora,I04-04,Faroion,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0574,I04-05,Ravelessa,I04-03,Torenora,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0575,I04-04,Faroion,I04-05,Ravelessa,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Neris Exchange local continuity route
RT-0576,I04-05,Ravelessa,I04-06,Faroadia,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Neris Exchange local continuity route
RT-0577,I04-05,Ravelessa,I04-07,Joraan,Neris Exchange,Neris Exchange,cluster gateway spoke,intermittent,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0578,I04-05,Ravelessa,I04-08,Navaa,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0579,I04-05,Ravelessa,I04-09,Joraessa,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0580,I04-05,Ravelessa,I04-10,Amonune,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0581,I04-05,Ravelessa,I04-11,Coror,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0582,I04-05,Ravelessa,I04-12,Navaion,Neris Exchange,Neris Exchange,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Neris Exchange gateway access
RT-0583,I04-05,Ravelessa,I05-05,Esenas,Neris Exchange,Sable Orchard,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Workshop-food route
RT-0584,I04-05,Ravelessa,I07-10,Joraar,Neris Exchange,Vesta Ring,cross trunk,restricted,0.5–2 days,1–6 days plus authorization delay,cluster backbone,Insurance-controlled cross route
RT-0585,I04-05,Ravelessa,M01-10,Quenadia,Neris Exchange,Marn Grave,regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Ghost-parts route
RT-0586,I04-06,Faroadia,I04-07,Joraan,Neris Exchange,Neris Exchange,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0587,I04-07,Joraan,I04-08,Navaa,Neris Exchange,Neris Exchange,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0588,I04-08,Navaa,I04-09,Joraessa,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0589,I04-09,Joraessa,I04-10,Amonune,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Neris Exchange local continuity route
RT-0590,I04-10,Amonune,I04-11,Coror,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Neris Exchange local continuity route
RT-0591,I04-11,Coror,I04-12,Navaion,Neris Exchange,Neris Exchange,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Neris Exchange local continuity route
RT-0592,I05-01,Miraessa,I05-02,Wrena,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0593,I05-05,Esenas,I05-01,Miraessa,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0594,I05-12,Xaroia,I05-01,Miraessa,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0595,I05-02,Wrena,I05-03,Fenner,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0596,I05-05,Esenas,I05-02,Wrena,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0597,I05-03,Fenner,I05-04,Toreniel,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0598,I05-05,Esenas,I05-03,Fenner,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0599,I05-04,Toreniel,I05-05,Esenas,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Sable Orchard local continuity route
RT-0600,I05-05,Esenas,I05-06,Wrenas,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Sable Orchard local continuity route
RT-0601,I05-05,Esenas,I05-07,Iriaum,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0602,I05-05,Esenas,I05-08,Velaar,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0603,I05-05,Esenas,I05-10,Esenis,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0604,I05-05,Esenas,I05-11,Erisis,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0605,I05-05,Esenas,I05-12,Xaroia,Sable Orchard,Sable Orchard,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Sable Orchard gateway access
RT-0606,I05-05,Esenas,I06-10,Xaroos,Sable Orchard,Ilyr Crownward,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Medical/agricultural trunk
RT-0607,I05-05,Esenas,M05-01,Ravelan,Sable Orchard,Glasswater,regional,stable,1–4 days,2–14 days,cluster backbone,Food and medical route
RT-0608,I05-06,Wrenas,I05-07,Iriaum,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0609,I05-07,Iriaum,I05-08,Velaar,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0610,I05-08,Velaar,I05-09,Faroara,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0611,I05-09,Faroara,I05-10,Esenis,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0612,I05-10,Esenis,I05-11,Erisis,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0613,I05-11,Erisis,I05-12,Xaroia,Sable Orchard,Sable Orchard,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Sable Orchard local continuity route
RT-0614,I06-01,Eriser,I06-02,Beler,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0615,I06-10,Xaroos,I06-01,Eriser,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
RT-0616,I06-12,Yveneth,I06-01,Eriser,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0617,I06-02,Beler,I06-03,Junoos,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0618,I06-10,Xaroos,I06-02,Beler,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
