source_row_id,source_key,source_file,source_line,arc,section,source_id,title,normalized_record_ids,entry_kinds,primary_domain,domain_tags,desire_phases,record_states,acquisition_text,integration_text,cost_text,loss_exit_text,ending_text,later_reuse_text,entity_id_candidate,subject_ids,host_id_candidate,current_holder,canon_tier,classification_basis,classification_reason,review_flags,canon_promotion
NC-CL-S-000318,docs/09_collection/ga8-collection-registry-v1.md#G8-A06,docs/09_collection/ga8-collection-registry-v1.md,335,GA8,"Sites, Mirrors and Service Authorities",G8-A06,Service Authority F,NC-CL-R-000982,CONTROL_CLAIM,C6,C6|C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E814–850.,,rights/access complexity and political targeting.,,"`G — distributed and auditable, not sole key`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,분산 기록번역과 복수기록 접근 권한,PM_MERGE_REQUIRED,NONE
NC-CL-S-000319,docs/09_collection/ga8-collection-registry-v1.md#G8-A07,docs/09_collection/ga8-collection-registry-v1.md,349,GA8,"Sites, Mirrors and Service Authorities",G8-A07,Service Authority G,NC-CL-R-000983|NC-CL-R-000984,CONTROL_CLAIM|STATE_TRANSITION,C6,C6|C7,SYNERGY,G,,,central ranking/control and regime transition.,,`G/L — split in design but operationally concentrated under crisis`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,비상통제권과 위기집중 활성화상태가 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000320,docs/09_collection/ga8-collection-registry-v1.md#G8-A08,docs/09_collection/ga8-collection-registry-v1.md,363,GA8,"Sites, Mirrors and Service Authorities",G8-A08,Lost/Exposed Mirror or Source Class,NC-CL-R-000985|NC-CL-R-000986|NC-CL-R-000987,STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4|C6|C7|C8,SYNERGY|COMPLETION_LEGACY,L,,irreversible proof that no final complete history remains.,,,`L`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,미정 원천의 파괴상태·영구손실·회수약속이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000321,docs/09_collection/ga8-collection-registry-v1.md#G8-M01,docs/09_collection/ga8-collection-registry-v1.md,378,GA8,"Origin, Regression and Compression Payoffs",G8-M01,Plural Continuity Seed Origin,NC-CL-R-000988|NC-CL-R-000989,NARRATIVE_PROMISE|SET,C1,C1|C6|C7|C8,COMPLETION_LEGACY,G,,,,,`G/R — core origin payoff confirmed`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,복수 문명 주체의 기원조합 회수약속,PM_MERGE_REQUIRED,NONE
NC-CL-S-000322,docs/09_collection/ga8-collection-registry-v1.md#G8-M02,docs/09_collection/ga8-collection-registry-v1.md,386,GA8,"Origin, Regression and Compression Payoffs",G8-M02,Seed Layer Map S0–S5,NC-CL-R-000990|NC-CL-R-000991,NARRATIVE_PROMISE|SET,C1,C1|C6|C7|C8,SYNERGY|COMPLETION_LEGACY,G,,explains earlier Archive behavior and current risks.,,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,여섯 기록층 조합과 구조해명 약속,PM_MERGE_REQUIRED,NONE
NC-CL-S-000323,docs/09_collection/ga8-collection-registry-v1.md#G8-M03,docs/09_collection/ga8-collection-registry-v1.md,397,GA8,"Origin, Regression and Compression Payoffs",G8-M03,Compression/Value Ranking Rules,NC-CL-R-000992|NC-CL-R-000993,CONTROL_CLAIM|NARRATIVE_PROMISE,C1,C1|C6|C7,SYNERGY|COMPLETION_LEGACY,G,,"Orpheus, Blood Admiral, Thirteen Heroes, unlabeled labor and P-001 absence.",,,`G/R`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,대표성 순위규칙과 압축원리 회수약속,PM_MERGE_REQUIRED,NONE
NC-CL-S-000324,docs/09_collection/ga8-collection-registry-v1.md#G8-M04,docs/09_collection/ga8-collection-registry-v1.md,408,GA8,"Origin, Regression and Compression Payoffs",G8-M04,Service Authority Domain Map A–G,NC-CL-R-000994|NC-CL-R-000995|NC-CL-R-000996,CONTROL_CLAIM|NARRATIVE_PROMISE|SET,C6,C6|C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,,,,,"`G/R — complete domain map, access remains split`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,일곱 권한영역·분할접근·완성지도 약속이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000325,docs/09_collection/ga8-collection-registry-v1.md#G8-M05,docs/09_collection/ga8-collection-registry-v1.md,416,GA8,"Origin, Regression and Compression Payoffs",G8-M05,P-001 Unrecorded Connector Selection,NC-CL-R-000997|NC-CL-R-000998,RELATIONSHIP|NARRATIVE_PROMISE,C1,C1|C6,COMPLETION_LEGACY,G,,,,,`G/R`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,주인공과 기록망의 의존관계 선정약속,PM_MERGE_REQUIRED,NONE
NC-CL-S-000326,docs/09_collection/ga8-collection-registry-v1.md#G8-M06,docs/09_collection/ga8-collection-registry-v1.md,424,GA8,"Origin, Regression and Compression Payoffs",G8-M06,Regression/Uncertainty-Correction Mechanism,NC-CL-R-000999|NC-CL-R-001000,STATE_TRANSITION|NARRATIVE_PROMISE,C1,C1|C6,COMPLETION_LEGACY,G,,,,,`G/R`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,신경패턴 재구성사건과 회귀원리 회수약속,PM_MERGE_REQUIRED,NONE
NC-CL-S-000327,docs/09_collection/ga8-collection-registry-v1.md#G8-M07,docs/09_collection/ga8-collection-registry-v1.md,435,GA8,"Origin, Regression and Compression Payoffs",G8-M07,Memory Contamination/Bidirectional Indexing,NC-CL-R-001001|NC-CL-R-001002|NC-CL-R-001003|NC-CL-R-001004,RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1,C1|C6,COMPLETION_LEGACY,G,,,,,`G/L — worsening cost and final sacrifice setup`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,상호기억관계·오염악화·지속손실·희생복선이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000328,docs/09_collection/ga8-collection-registry-v1.md#G8-M08,docs/09_collection/ga8-collection-registry-v1.md,443,GA8,"Origin, Regression and Compression Payoffs",G8-M08,"Seed Is Institution, Not Singular Person",NC-CL-R-001005|NC-CL-R-001006|NC-CL-R-001007,ENTITY|NARRATIVE_PROMISE|SET,C1,C1|C6|C7|C8,SYNERGY|COMPLETION_LEGACY,G,,,,,`G/R`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,제도실체·복합구조·정체반전 약속이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000329,docs/09_collection/ga8-collection-registry-v1.md#G8-I01,docs/09_collection/ga8-collection-registry-v1.md,451,GA8,"Origin, Regression and Compression Payoffs",G8-I01,“Complete History” Myth,NC-CL-R-001008|NC-CL-R-001009|NC-CL-R-001010,STATE_TRANSITION|NARRATIVE_PROMISE|SET,C4,C4|C6|C7|C8,COMPLETION_LEGACY,R,,,,,`R`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,완전역사 세트약속이 다원성 인식으로 전환,PM_MERGE_REQUIRED,NONE
NC-CL-S-000330,docs/09_collection/ga8-collection-registry-v1.md#G8-I02,docs/09_collection/ga8-collection-registry-v1.md,459,GA8,"Origin, Regression and Compression Payoffs",G8-I02,Executable History Principle,NC-CL-R-001011|NC-CL-R-001012,CONTROL_CLAIM|NARRATIVE_PROMISE,C1,C1|C6|C7|C8,SYNERGY|COMPLETION_LEGACY,G,bounded current status beneath plural source history.,,one operational result still governs current life.,,`G — central GA9/10 tension`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,실행상태 통제원칙과 후속갈등 약속이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000331,docs/09_collection/ga9-collection-registry-v1.md#G9-P01,docs/09_collection/ga9-collection-registry-v1.md,30,GA9,Regime and Opposition Relationships,G9-P01,A-001 / Continuity Directorate,NC-CL-R-001013|NC-CL-R-001014|NC-CL-R-001015,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,G,,"Seed operations, services, exceptions and emergency directives.","trusteeship, uncertainty suppression and central scope expansion.",,`G/L/R — leadership/command changed or defeated; office/staff/expertise survive as transition stakeholder`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000332,docs/09_collection/ga9-collection-registry-v1.md#G9-P02,docs/09_collection/ga9-collection-registry-v1.md,41,GA9,Regime and Opposition Relationships,G9-P02,Beneficiary Community Coalition,NC-CL-R-001016|NC-CL-R-001017|NC-CL-R-001018|NC-CL-R-001019,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7|C8,SYNERGY,G,,"public legitimacy, service requirements and transition conditions.",support for exclusions/continued central guarantee.,,"`G — essential GA10 constituency, not defeated collaborator`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000333,docs/09_collection/ga9-collection-registry-v1.md#G9-P03,docs/09_collection/ga9-collection-registry-v1.md,52,GA9,Regime and Opposition Relationships,G9-P03,Internal Plural Safeguard Reformers,NC-CL-R-001020|NC-CL-R-001021,STATE_TRANSITION|LOSS_OBLIGATION,C4,C4,SYNERGY,G,,"appeals, provenance, uncertainty publication and key/evidence transfer.","delay, compromise and regime legitimation.",,`G/L — enough survive to help transition; some removed/complicit`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000334,docs/09_collection/ga9-collection-registry-v1.md#G9-P04,docs/09_collection/ga9-collection-registry-v1.md,63,GA9,Regime and Opposition Relationships,G9-P04,Cascade Security Forces/Hardliner,NC-CL-R-001022|NC-CL-R-001023,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,L,,"protection of corridors, Seed sites and public safety.","forced stabilization, detention, seizure and preventive classification.",,`L/R — single coercive command defeated/bounded; personnel and security needs remain`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000335,docs/09_collection/ga9-collection-registry-v1.md#G9-P05,docs/09_collection/ga9-collection-registry-v1.md,74,GA9,Regime and Opposition Relationships,G9-P05,Opt-Out/Hybrid Regions,NC-CL-R-001024|NC-CL-R-001025,STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY,G,,"local records, technology and political refusal plus external minimum obligations.","local elite capture, fraud, weak services and free-riding.",,"`G/L — some viable, some failed/coerced, all relevant to GA10 regional choice`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000336,docs/09_collection/ga9-collection-registry-v1.md#G9-P06,docs/09_collection/ga9-collection-registry-v1.md,85,GA9,Regime and Opposition Relationships,G9-P06,Industrial/Medical Partners,NC-CL-R-001026|NC-CL-R-001027,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,G,,"medicine, parts, standards, liability and service continuity.",data/service conditions and certification monopoly.,,`G — ally/rival against both unsafe disruption and Seed monopoly`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000337,docs/09_collection/ga9-collection-registry-v1.md#G9-P07,docs/09_collection/ga9-collection-registry-v1.md,96,GA9,Regime and Opposition Relationships,G9-P07,AI Continuity Citizens and Ambiguous Entities,NC-CL-R-001028|NC-CL-R-001029|NC-CL-R-001030|NC-CL-R-001031,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7,SYNERGY,G,,recognized operators/persons and service roles.,containment/deletion of ambiguous entities and solidarity conflicts.,,`G/L — recognized and excluded categories persist`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000338,docs/09_collection/ga9-collection-registry-v1.md#G9-P08,docs/09_collection/ga9-collection-registry-v1.md,107,GA9,Regime and Opposition Relationships,G9-P08,P-001 Human Corrective Office,NC-CL-R-001032|NC-CL-R-001033|NC-CL-R-001034,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,G,E913–918 bounded; E970–981 expanded emergency central control.,"classification corrections, hidden dependencies and synchronized command.","memory/health, personal indispensability and coercive authority.",,"`G/R — practical central key retained only for staged handoff, not permanent ownership`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000339,docs/09_collection/ga9-collection-registry-v1.md#G9-R01,docs/09_collection/ga9-collection-registry-v1.md,125,GA9,"Services, Classifications and Safeguards",G9-R01,Guaranteed Minimum-Service Corridor,NC-CL-R-001035|NC-CL-R-001036|NC-CL-R-001037,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,SYNERGY,G,,"food, medicine, identity, payment, route and authenticated command.",synchronization/contribution/inspection conditions.,,`G — must survive GA10 transition`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000340,docs/09_collection/ga9-collection-registry-v1.md#G9-R02,docs/09_collection/ga9-collection-registry-v1.md,136,GA9,"Services, Classifications and Safeguards",G9-R02,Domain Classification Audit Map,NC-CL-R-001038|NC-CL-R-001039,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,G,E907–912.,exposes C-ID/SVC/RTE/TEC/CMD/MEM/CAS effects and bias.,"gaming, attacks and public fear.",,`G — basis for appeals and distribution`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000341,docs/09_collection/ga9-collection-registry-v1.md#G9-R03,docs/09_collection/ga9-collection-registry-v1.md,150,GA9,"Services, Classifications and Safeguards",G9-R03,Emergency Appeal/Temporary Standing Provision,NC-CL-R-001040|NC-CL-R-001041,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,E926–931.,services before final identity/status resolution.,fraud/error and resource pressure.,,`G/R — expanded into transition minimum rights`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000342,docs/09_collection/ga9-collection-registry-v1.md#G9-R04,docs/09_collection/ga9-collection-registry-v1.md,164,GA9,"Services, Classifications and Safeguards",G9-R04,Hybrid Opt-Out Compact,NC-CL-R-001042|NC-CL-R-001043|NC-CL-R-001044,RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,C,E932–937.,local refusal/records/technology with external audit/minimum obligations.,incomplete recognition and local abuses.,,`C/G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000343,docs/09_collection/ga9-collection-registry-v1.md#G9-R05,docs/09_collection/ga9-collection-registry-v1.md,178,GA9,"Services, Classifications and Safeguards",G9-R05,Conditional Trusteeship Terms,NC-CL-R-001045|NC-CL-R-001046,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,G,E945–956.,temporary service/security restoration.,local authority suspension and bypassed safeguards.,,`G/R/L — harmful precedents registered for GA10 reversal/limits`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000344,docs/09_collection/ga9-collection-registry-v1.md#G9-R06,docs/09_collection/ga9-collection-registry-v1.md,192,GA9,"Services, Classifications and Safeguards",G9-R06,Internal Key/Mirror/Evidence Transfer Network,NC-CL-R-001047|NC-CL-R-001048|NC-CL-R-001049|NC-CL-R-001050,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C4,C4,SYNERGY,G,E957–969.,preserves split authority and enables resistance/transition.,"arrests, service disruption and security exposure.",,`G — only viable distribution foundation`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000345,docs/09_collection/ga9-collection-registry-v1.md#G9-R07,docs/09_collection/ga9-collection-registry-v1.md,206,GA9,"Services, Classifications and Safeguards",G9-R07,Corrective Classification Override Log,NC-CL-R-001051|NC-CL-R-001052|NC-CL-R-001053,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C4,C4,SYNERGY,G,P-001/A-001/reformers across GA9.,"documents exceptions, hidden dependencies and personal power.",proves system increasingly relies on P-001.,,`G/R — must become institutional/distributed in GA10`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000346,docs/09_collection/ga9-collection-registry-v1.md#G9-R08,docs/09_collection/ga9-collection-registry-v1.md,220,GA9,"Services, Classifications and Safeguards",G9-R08,Forced Synchronization and Harm Ledger,NC-CL-R-001054|NC-CL-R-001055,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,G,E951–988.,"identities, regions, technologies, casualties and remedies.",unresolved victims and political fracture.,,`G/L`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000347,docs/09_collection/ga9-collection-registry-v1.md#G9-R09,docs/09_collection/ga9-collection-registry-v1.md,234,GA9,"Services, Classifications and Safeguards",G9-R09,Seed/Service Continuity Handoff Requirements,NC-CL-R-001056,STATE_TRANSITION,C7,C7,ACQUISITION|SYNERGY,C,E989–1000.,,,,`C/G — GA10 operating contract`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000348,docs/09_collection/ga9-collection-registry-v1.md#G9-R10,docs/09_collection/ga9-collection-registry-v1.md,250,GA9,"Services, Classifications and Safeguards",G9-R10,Staged Distribution Mandate,NC-CL-R-001057|NC-CL-R-001058|NC-CL-R-001059,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY,G,E996–1000.,"authorizes transfer of mirrors, keys, service functions and current-status authority.",first handoff failure/attack and political opposition.,,`G — direct GA10 trigger`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000349,docs/09_collection/ga9-collection-registry-v1.md#G9-A01,docs/09_collection/ga9-collection-registry-v1.md,268,GA9,"Seed, Key and Infrastructure Targets",G9-A01,Active Seed Consensus Service,NC-CL-R-001060|NC-CL-R-001061,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,G,,"current identity, routes, services and command.",classification/ranking and central dependency.,,`G — remains active; cannot be switched off cleanly`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000350,docs/09_collection/ga9-collection-registry-v1.md#G9-A02,docs/09_collection/ga9-collection-registry-v1.md,279,GA9,"Seed, Key and Infrastructure Targets",G9-A02,P-001 Central Corrective Key/Interface,NC-CL-R-001062|NC-CL-R-001063|NC-CL-R-001064,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C4,C4,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E970–981.,"challenge directives, coordinate forces/services and isolate hardliner access.","neural contamination, coercion and public dependence.",,"`G — held for transition, central danger unresolved`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000351,docs/09_collection/ga9-collection-registry-v1.md#G9-A03,docs/09_collection/ga9-collection-registry-v1.md,293,GA9,"Seed, Key and Infrastructure Targets",G9-A03,Split Mirrors and Regional Keys,NC-CL-R-001065|NC-CL-R-001066,STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,,regional current-status/service autonomy and GA10 distribution.,"uneven readiness, capture and disagreement.",,"`G/L — enough survive, some seized/damaged`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000352,docs/09_collection/ga9-collection-registry-v1.md#G9-A04,docs/09_collection/ga9-collection-registry-v1.md,307,GA9,"Seed, Key and Infrastructure Targets",G9-A04,Continuity Military/Protection Network,NC-CL-R-001067|NC-CL-R-001068|NC-CL-R-001069,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY|COMPLETION_LEGACY,L,,"nodes, corridors, Seed sites and forced stabilization.",command concentration and occupation.,,"`L/R — single operator defeated, protection forces require reconstitution`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000353,docs/09_collection/ga9-collection-registry-v1.md#G9-A05,docs/09_collection/ga9-collection-registry-v1.md,318,GA9,"Seed, Key and Infrastructure Targets",G9-A05,Appeals and Review Infrastructure,NC-CL-R-001070|NC-CL-R-001071,STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,,classification correction and local/person standing.,"queues, regime dependence and data access.",,`G — overloaded but necessary`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000354,docs/09_collection/ga9-collection-registry-v1.md#G9-A06,docs/09_collection/ga9-collection-registry-v1.md,329,GA9,"Seed, Key and Infrastructure Targets",G9-A06,Manual/Local Technical Fallbacks,NC-CL-R-001072|NC-CL-R-001073,STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY|COMPLETION_LEGACY,C,H-002/partners/local nodes.,reduce Seed dependence and support handoff.,"lower performance, training and uneven safety.",,`C/G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000355,docs/09_collection/ga9-collection-registry-v1.md#G9-A07,docs/09_collection/ga9-collection-registry-v1.md,343,GA9,"Seed, Key and Infrastructure Targets",G9-A07,Distributed Minimum-Service Staff/Network,NC-CL-R-001074|NC-CL-R-001075|NC-CL-R-001076,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6,SYNERGY|COMPLETION_LEGACY,C,"reformers, partners, beneficiaries and regions.",services during transition.,insufficient capacity and inconsistent standards.,,`C/G`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000356,docs/09_collection/ga9-collection-registry-v1.md#G9-M01,docs/09_collection/ga9-collection-registry-v1.md,361,GA9,Regime Payoffs and Negative States,G9-M01,Administrative Death at Scale,NC-CL-R-001077|NC-CL-R-001078,STATE_TRANSITION|NARRATIVE_PROMISE,C7,C7,COMPLETION_LEGACY,G,,,,,`G/R — direct institutional harm to reverse in GA10`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
